date,title,link,content
"2010-01-26
								11:56","""네이버에 가면 전통시장 정보가 한눈에""",https://finance.naver.com//news/news_read.naver?article_id=0003090551&office_id=001&mode=search&query=네이버&page=77,"인터넷포털 네이버를 통해 국내 1550 곳의 전통시장 관련 전문 콘텐츠를 제공한다고 26일 밝혔다. 이번 제휴로 네이버 이용자들은 시장경영지원센터가 제공하는 전국... 
									
								
							헤럴드POP 
|
 							
								
								2010-01-26
								11:56"
"2010-02-25
								16:36",스마트폰에서도 `네이버-다음-네이트 순`,https://finance.naver.com//news/news_read.naver?article_id=0002213378&office_id=018&mode=search&query=네이버&page=76,"NHN의 포털 네이버가 지난해부터 실시한 시작화면의 뉴스캐스트를 다음달 전면 개편합니다. 네이버는 이번 개편에서 주제별로 뉴스캐스트에 참여한 언론사의 기사를... 
									
								
							MBN 
|
 							
								
								2010-02-25
								16:36"
"2010-03-22
								08:15","네이버 뉴스캐스트 개편, 지역뉴스·전문지에 '단비'",https://finance.naver.com//news/news_read.naver?article_id=0003141707&office_id=003&mode=search&query=네이버&page=75,"미래에셋증권은 20일 NHN의 '네이버재팬'의 순방문자(UV)수가 200만명에... 네이버재팬은 일본 서비스 초기임에도 불구하고 트래픽이 빠르게 향상되고 있는 추세에......
									
								
							머니투데이 
|
 							
								
								2010-03-22
								08:15"
"2010-04-06
								11:20","네이버, 첫화면 3개로 골라쓴다",https://finance.naver.com//news/news_read.naver?article_id=0002237141&office_id=018&mode=search&query=네이버&page=74,"검색결과 이용자환경도 개편  네이버 첫화면이 크게 바뀐다. 오는 7월부터 네이버 이용자는 기존 첫화면 외에도 개인 맞춤형 `데스크홈`과 검색창만...
									
									
								
							이데일리 
|
 							
								
								2010-04-06
								11:20"
"2010-05-13
								18:33","은행들 ""네이버 통합계좌 조회 신경 쓰이네""",https://finance.naver.com//news/news_read.naver?article_id=0002239176&office_id=015&mode=search&query=네이버&page=72,"조회하려면 네이버에 접속한다. 거래처와의 수금이나 대금 지급을 하려면 여러 은행의 계좌를 쓸 수밖에 없는데 네이버 통합계좌조회 서비스를 이용하면...
									
									
								
							한국경제 
|
 							
								
								2010-05-13
								18:33"
"2010-06-12
								16:22","'듣보잡' 언론 차단법? ""네이버에 물어봐""",https://finance.naver.com//news/news_read.naver?article_id=0001969212&office_id=047&mode=search&query=네이버&page=70,"NHN의 검색포털 네이버는 지난 11일 열린 남아공과 멕시코 간 월드컵 개막전을 2메가(2Mbps)급 HD 고화질로 생중계했다고 12일 밝혔다. 네이버는 이날 HD 고화질...
									
								
							연합뉴스 
|
 							
								
								2010-06-12
								16:22"
"2010-07-15
								14:25","네이버, 모바일 지역검색 강화",https://finance.naver.com//news/news_read.naver?article_id=0003382230&office_id=001&mode=search&query=네이버&page=68,"NHN이 운영하는 검색포털 네이버는 모바일 환경에 최적화된 검색 결과를 제공하기... 가령 모르는 동네에서 급히 약국을 찾아야 할 때 모바일 네...
									
									
								
							연합뉴스 
|
 							
								
								2010-07-15
								14:25"
"2010-08-03
								16:49",야후에 가면 네이버-다음 서비스도 본다,https://finance.naver.com//news/news_read.naver?article_id=0001971062&office_id=047&mode=search&query=네이버&page=66,"네이버가 3분기 중 카페, 블로그, 미투데이에 설치할 수 있는 '소셜 앱(Social App)... 소셜 앱은 네이버의 블로그, 카페, 미투데이에 설치할 수 있는 웹 전용...
									
								
							매일경제 
|
 							
								
								2010-08-03
								16:49"
"2010-09-07
								14:03",네이버 뮤직 서비스 개편,https://finance.naver.com//news/news_read.naver?article_id=0004635942&office_id=001&mode=search&query=네이버&page=64,"[한경닷컴] 인터넷 포털 네이버가 현재 서비스하고 있는 백과사전들을 ‘네이버 지식백과’로 통합한다. NHN은 7일 자사 포털 네이버 검색시 백과사전형 콘텐츠를... 
									
								
							한국경제 
|
 							
								
								2010-09-07
								14:03"
"2010-10-08
								13:50","네이버, 스마트폰 최적화 네이버 앱 출시",https://finance.naver.com//news/news_read.naver?article_id=0004695434&office_id=001&mode=search&query=네이버&page=62,"NHN이 운영하는 검색포털 네이버(www.naver.com)는 모바일 환경에 최적화된 입력 기능과 검색 결과를 제공하는 네이버 애플리케이션을 출...
									
									
								
							연합뉴스 
|
 							
								
								2010-10-08
								13:50"
