date,title,link,content,date,title,link,content,date,title,link,content
"2012-10-18
								16:39","삼성전자 ""반도체 백혈병 문제 대화로 풀자""",https://finance.naver.com//news/news_read.naver?article_id=0000206225&office_id=096&mode=search&query=삼성전자 반도체&page=130,"국내 최대 장비 업체인 세메스(대표 남상권)는 18일 이사회를 열고 또 다른 삼성전자 자회사인 반도체 후공정 설비 업체 세크론 및 반도체 설비 개조 전문업체... 
									
								
							전자신문 
|
 							
								
								2012-10-18
								16:39","2012-10-02
								08:53","[종목포커스]SK하이닉스, 3분기 적자 무게…구원투수는?",https://finance.naver.com//news/news_read.naver?article_id=0002760270&office_id=015&mode=search&query=SK하이닉스&page=93,"[ 대신증권은 2일 SK하이닉스에 대해 3분기 일시적으로 적자전환할 것이라며 목표주가를 기존 3만6000원에서 3만2000원으로 하향했다. 그러나 낸드플래시 가격... 
									
								
							아시아경제 
|
 							
								
								2012-10-02
								08:53","2012-10-04
								08:15","삼성-LG디스플레이, 싸움 커지더니 결국…",https://finance.naver.com//news/news_read.naver?article_id=0002189856&office_id=030&mode=search&query=LG디스플레이&page=127,"토러스투자증권은 4일 LG디스플레이(034220)에 대해 3분기 영업이익이 흑자 전환할 것이라며 목표주가를 2만9000원에서 3만3000원으로 올렸다. 투자의견은 매수를....
									
								
							조선비즈 
|
 							
								
								2012-10-04
								08:15"
"2012-11-05
								08:54",전동수 삼성전자 사장 “반도체 치킨게임 끝.. 가치창조로 승부”,https://finance.naver.com//news/news_read.naver?article_id=0002750025&office_id=014&mode=search&query=삼성전자 반도체&page=129,"- 한국투자증권 분석 - 모바일 메모리는 솔루션 중심..국내社 경쟁력 확보  메모리 수요가 모바일 기기 중심으로 전환되는 가운데 삼성전자(005930)와 SK하이닉스(00...
									
								
							이데일리 
|
 							
								
								2012-11-05
								08:54","2012-11-01
								10:00","SKT-SK하이닉스, 해외 한인전문가들과 ICT 미래 논의",https://finance.naver.com//news/news_read.naver?article_id=0002680154&office_id=018&mode=search&query=SK하이닉스&page=82,"미국 현지 기업 및 학계에 재직중인 한인 전문가들과 SK텔레콤과 SK하이닉스가 미래 정보통신기술(ICT) 발전방향을 함께 모색했다. SK텔레콤(대표 하성민)은 31일......
									
								
							뉴스1 
|
 							
								
								2012-11-01
								10:00","2012-11-08
								07:51","[종목포커스] LG디스플레이, 실적기대로 신고가 행진",https://finance.naver.com//news/news_read.naver?article_id=0002835828&office_id=009&mode=search&query=LG디스플레이&page=119,"LG디스플레이의 내년 영업이익이 올해보다 324% 급증할 것으로 신영증권이 8일 내다봤다. 이승철 연구원은 ""내년에는 패널 수요가 올해보다 10% 가량 증가하면서... 
									
								
							연합뉴스 
|
 							
								
								2012-11-08
								07:51"
"2012-12-03
								08:15","삼성전자 中시안 반도체공장 ""내년말 완공""",https://finance.naver.com//news/news_read.naver?article_id=0000055473&office_id=421&mode=search&query=삼성전자 반도체&page=128,"그는 ""당분간 낸드 플래시메모리와 D램 시장점유율 1위이며 모바일 애플리케이션 프로세서(AP)를 중심으로 시스템반도체산업에서 크게 성장하고 있는 삼성전자에... 
									
								
							한국경제 
|
 							
								
								2012-12-03
								08:15","2012-12-07
								09:05","SK하이닉스, 봉사활동으로 대통령 표창 수상",https://finance.naver.com//news/news_read.naver?article_id=0000082019&office_id=421&mode=search&query=SK하이닉스&page=75,"SK하이닉스가 4분기 실적에 대한 기대로 상승하고 있다. 7일 유가증권시장에서 SK하이닉스는 오전 9시1분 현재 전날보다 2.62% 상승한 2만5천500원에 거래됐다......
									
								
							연합뉴스 
|
 							
								
								2012-12-07
								09:05","2012-12-05
								15:33","LG디스플레이 여상덕 CTO, 은탑산업훈장 수훈",https://finance.naver.com//news/news_read.naver?article_id=0000095006&office_id=366&mode=search&query=LG디스플레이&page=115,"여상덕 LG디스플레이 부사장/LG디스플레이 제공 LG디스플레이(034220)최고기술책임자(CTO) 여상덕 부사장이 5일 열린 제49회 무역의 날...
									
									
								
							조선비즈 
|
 							
								
								2012-12-05
								15:33"
"2013-01-25
								08:56","삼성전자, 작년 애플 제치고 반도체 소비 1위 차지",https://finance.naver.com//news/news_read.naver?article_id=0000222535&office_id=096&mode=search&query=삼성전자 반도체&page=126,"[
									
								
							매일경제 
|
 							
								
								2013-01-25
								08:56","2013-01-01
								19:27",[2013 뱀띠해 소망] 안해영 SK하이닉스 기업문화실 업무팀 선임,https://finance.naver.com//news/news_read.naver?article_id=0002146910&office_id=029&mode=search&query=SK하이닉스&page=71,"마지막으로, 우리 SK하이닉스 구성원 모두도 어느 해보다도 큰 소망을 품고, 건강과 행운이 함께 하는 한 해가 되었으면 좋겠다. ▶디지털타임스 ...
									
									
								
							디지털타임스 
|
 							
								
								2013-01-01
								19:27","2013-01-04
								09:21",[신년사]한상범 LG디스플레이 사장,https://finance.naver.com//news/news_read.naver?article_id=0002203310&office_id=030&mode=search&query=LG디스플레이&page=111,"교보증권은 4일 LG디스플레이에 대해 불확실성이 점진적으로 해소될 것이라며 투자의견 매수와 목표주가 4만2,000원을 유지한다고 밝혔다. 최지수 연구원은... 
									
								
							서울경제 
|
 							
								
								2013-01-04
								09:21"
"2013-02-14
								13:23","[한국 반도체, 30년의 질주] 2013년 삼성전자·SK하이닉스, 시스템반도체까지...",https://finance.naver.com//news/news_read.naver?article_id=0002828890&office_id=015&mode=search&query=삼성전자 반도체&page=125,"[ 유진테크는 14일 삼성전자와 119억원 규모의 반도체 제조장비 공급계약을 체결했다고 공시했다. 이는 유진테크 2011년 기준 매출의 9.1% 규모다. 계약기간은... 
									
								
							아시아경제 
|
 							
								
								2013-02-14
								13:23","2013-02-15
								07:44","[한국 반도체, 30년의 질주] 2013년 삼성전자·SK하이닉스, 시스템반도체까지...",https://finance.naver.com//news/news_read.naver?article_id=0002828890&office_id=015&mode=search&query=SK하이닉스&page=59,"신한금융투자는 15일 SK하이닉스에 대해 올 1분기 실적이 개선될 전망이라며 투자의견 '매수'와 목표주가 3만2000원을 유지했다. 김영찬 신한금융투자 연구원은 ""올......
									
								
							한국경제 
|
 							
								
								2013-02-15
								07:44","2013-02-03
								20:18",[마켓포인트]코스피 주간 외국인 순매도 1위 LG디스플레이,https://finance.naver.com//news/news_read.naver?article_id=0002724766&office_id=018&mode=search&query=LG디스플레이&page=104,"삼성디스플레이와 LG디스플레이가 정부 중재로 협상에 나선다. 3일 관련업계에 따르면 김기남 삼성디스플레이 사장과 한상범 LG디스플레이 사장은 4일 만남을 갖고... 
									
								
							파이낸셜뉴스 
|
 							
								
								2013-02-03
								20:18"
"2013-03-26
								07:57","전동수 삼성전자 사장, 반도체협회장 맡는다",https://finance.naver.com//news/news_read.naver?article_id=0002906987&office_id=009&mode=search&query=삼성전자 반도체&page=124,"키움증권은 26일 삼성전자(005930)에 대해 올해 스마트폰 판매량이 늘어나고, 반도체 사업부의 이익도 증가할 것이라며 투자의견 ‘매수’, 목표주가 210만원을... 
									
								
							조선비즈 
|
 							
								
								2013-03-26
								07:57","2013-03-01
								12:01","SK하이닉스, 반도체 전문가 2명 영입",https://finance.naver.com//news/news_read.naver?article_id=0002411246&office_id=020&mode=search&query=SK하이닉스&page=53,"한화투자증권은 1일 다음주 코스피시장 주간 추천종목으로 SK하이닉스, 우리금융, 롯데하이마트 등을 꼽았다. 코스닥시장에서는 나노스를 선정했다. SK하이닉스는... 
									
								
							파이낸셜뉴스 
|
 							
								
								2013-03-01
								12:01","2013-03-07
								09:17","[에셋 플러스] LG디스플레이, OLED TV에 7000억 투자… 성장동력 확보",https://finance.naver.com//news/news_read.naver?article_id=0002309714&office_id=011&mode=search&query=LG디스플레이&page=99,"삼성전자의 일본 샤프 지분 인수 소식에 LG디스플레이가 강세를 보이고 있다. 7일 유가증권시장에서 오전 9시 17분 현재 LG디스플레이 주가는 전일대비 3.06% 오른.....
									
								
							머니투데이 
|
 							
								
								2013-03-07
								09:17"
"2013-04-08
								14:52",<그래픽> 삼성전자 반도체 시장점유율 추이,https://finance.naver.com//news/news_read.naver?article_id=0006181614&office_id=001&mode=search&query=삼성전자 반도체&page=123,"현재 삼성전자 시스템 반도체의 위상은 인텔에 이어 시장점유율 4위다. 여기에다 삼성 시스템 반도체의 주고객인 애플의 주문량과 상관없이 갤럭시 시리즈 등 자체... 
									
								
							파이낸셜뉴스 
|
 							
								
								2013-04-08
								14:52","2013-04-04
								08:01","[소비자고발]SK하이닉스 감광액 누출, 본질 흐리지 말아야",https://finance.naver.com//news/news_read.naver?article_id=0002322100&office_id=076&mode=search&query=SK하이닉스&page=44,"아이엠투자증권은 4일 SK하이닉스에 대해 반도체 사업이 호황기에 진입했다며 목표주가를 3만5000원으로 12.9% 상향조정했다. 투자의견은 '매수'를 유지했다. 홍성호.....
									
								
							한국경제 
|
 							
								
								2013-04-04
								08:01","2013-04-05
								10:28","LG디스플레이, 실명 예방 활동으로 '숨은 유공자' 인정",https://finance.naver.com//news/news_read.naver?article_id=0000234719&office_id=421&mode=search&query=LG디스플레이&page=96,"LG디스플레이가 실명예방 사회공헌활동을 인정받아 5일 63컨벤션센터에서 열린 제 41회 보건의 날 기념행사에서 '숨은 유공자 국무총리 표창'을 받았다. 이 상은 국민......
									
								
							매일경제 
|
 							
								
								2013-04-05
								10:28"
"2013-05-23
								08:11","中 시안시, 삼성전자에 ""반도체공장 환영"" 감사 공연",https://finance.naver.com//news/news_read.naver?article_id=0003052793&office_id=008&mode=search&query=삼성전자 반도체&page=121,"[삼성전자 현지 사업장 찾아 예술공연 펼쳐] 가수 왕지엔팡(王建房)이 중국 삼성전자 반도체사업장을 방문해 삼성전자 임직원 500여 명 앞에서 '...
									
									
								
							머니투데이 
|
 							
								
								2013-05-23
								08:11","2013-05-08
								09:36",<증권사 추천 종목> 2분기도 실적 기대…SK하이닉스 ‘러브콜’,https://finance.naver.com//news/news_read.naver?article_id=0000449876&office_id=016&mode=search&query=SK하이닉스&page=33,"SK하이닉스는 환경안전을 강화하기 위해 환경경영의 객관성 확보, 협력사의 역량강화 지원, 환경경영시스템 개선을 골자로 하는 환경안전종합대책을 수립했다고 8일... 
									
								
							매일경제 
|
 							
								
								2013-05-08
								09:36","2013-05-14
								11:08","LG디스플레이, 업계 첫 웹 접근성 인증마크 획득",https://finance.naver.com//news/news_read.naver?article_id=0003047758&office_id=008&mode=search&query=LG디스플레이&page=90,"LG디스플레이(대표이사 한상범)가 디스플레이 업계 최초로 공식 웹사이트(www.lgdisplay.com)와 사회공헌 웹사이트(http://lov...
									
									
								
							머니투데이 
|
 							
								
								2013-05-14
								11:08"
"2013-06-17
								10:08",실적 우려 진화나선 삼성전자…모바일 外 반도체 호조도 기대,https://finance.naver.com//news/news_read.naver?article_id=0002437006&office_id=112&mode=search&query=삼성전자 반도체&page=120,"유진테크는 17일 삼성전자와 29억5400만원 규모의 반도체 제조장비 공급계약을 체결했다고 공시했다. 이는 지난해 매출의 1.8%에 해당하는 금액이다. 한경닷컴
									
								
							한국경제 
|
 							
								
								2013-06-17
								10:08","2013-06-05
								10:19","SK하이닉스, 카이스트와 산학협력 체결",https://finance.naver.com//news/news_read.naver?article_id=0005187804&office_id=003&mode=search&query=SK하이닉스&page=27,"유진테크는 SK하이닉스와 26억5000만원의 반도체 제조장비 공급계약을 맺었다고 5일 공시했다. 이는 지난해 열결 기준 매출액 대비 1.6%에 해당하는 규모다.... 
									
								
							한국경제 
|
 							
								
								2013-06-05
								10:19","2013-06-19
								08:55","삼성전기, 커버유리일체형(G2) TSP 시장 진출...LG디스플레이와 경쟁 예고",https://finance.naver.com//news/news_read.naver?article_id=0002224459&office_id=030&mode=search&query=LG디스플레이&page=86,"유진투자증권은 LG디스플레이에 대해 2분기 매출액과 영업이익이 시장 예상치와 비슷한 수준이 될 것이라며 투자의견 '매수'와 목표주가 4만8000원을 유지한다고... 
									
								
							매일경제 
|
 							
								
								2013-06-19
								08:55"
"2013-07-09
								10:55",삼성전자 실적 최대인데…모바일 ‘주춤’ 반도체 ‘선전’,https://finance.naver.com//news/news_read.naver?article_id=0000566180&office_id=005&mode=search&query=삼성전자 반도체&page=119,"유진테크(084370)는 삼성전자(005930)와 반도체 제조장비에 대한 공급 계약을 체결했다고 9일 공시했다. 계약금액은 29억4500만원으로 지난해 매출액의 1.75....
									
								
							이데일리 
|
 							
								
								2013-07-09
								10:55","2013-07-02
								09:52",[fn 화제주] SK하이닉스，‘깜짝 실적’ 기대감에 나흘째 강세,https://finance.naver.com//news/news_read.naver?article_id=0002917656&office_id=014&mode=search&query=SK하이닉스&page=17,"[ SK하이닉스가 외국계 증권사의 '매도' 의견에 급락세다. 2일 오전 9시48분 현재 SK하이닉스는 전일 대비 1850원(5.86%) 내린 2만9700원에 거래되고 있다...
									
								
							아시아경제 
|
 							
								
								2013-07-02
								09:52","2013-07-01
								07:43",LG디스플레이 파주서 마늘 수확 봉사,https://finance.naver.com//news/news_read.naver?article_id=0002355152&office_id=011&mode=search&query=LG디스플레이&page=84,"한국투자증권은 LG디스플레이에 대해 애플 관련 이슈가 해소되면서 주가 반등이 가능하겠지만, TV패널 수요 및 가격에 대한 불확실성이 높아지고 있어 추세적인... 
									
								
							머니투데이 
|
 							
								
								2013-07-01
								07:43"
"2013-08-07
								09:09","삼성전자, 반도체 미세화 기술 한계를 넘다",https://finance.naver.com//news/news_read.naver?article_id=0002353207&office_id=081&mode=search&query=삼성전자 반도체&page=117,"삼성전자는 올해 총 13조원의 자금을 반도체 시설투자로 집행할 계획을 밝혔다. 이 중 약 5조원이 시스템LSI에, 7조5000억원이 메모리반도체에, 약 5000억원이 기타...
									
								
							한국경제 
|
 							
								
								2013-08-07
								09:09","2013-08-09
								15:05",진격의 SK하이닉스 D램,https://finance.naver.com//news/news_read.naver?article_id=0002375645&office_id=011&mode=search&query=SK하이닉스&page=200,"글로벌 점유율 30%로 껑충… 역대 최고치 2분기 PC용 가격강세 효과 삼성전자와 격차 2.7%P로 SK하이닉스가 PC용 D램 가격 강세에 힘입...
									
									
								
							서울경제 
|
 							
								
								2013-08-09
								15:05","2013-08-01
								17:06",LG디스플레이 8세대 OLED 생산라인 장비 반입식 개최,https://finance.naver.com//news/news_read.naver?article_id=0006406516&office_id=001&mode=search&query=LG디스플레이&page=77,"생산장비 반입식 행사…내년 하반기 양산 LG디스플레이가 세계 최초로 짓고 있는 유기발광다이오드(OLED) TV용 패널 양산라인에 장비를 반입하기 시작했다.... 
									
								
							한국경제 
|
 							
								
								2013-08-01
								17:06"
"2013-09-12
								22:03","삼성전자, 中 반도체 공장에 5억달러 추가 투입",https://finance.naver.com//news/news_read.naver?article_id=0000463670&office_id=421&mode=search&query=삼성전자 반도체&page=116,"삼성전자가 반도체 공장을 건설 중인 중국 산시성 시안에 낸드플래시 메모리반도체 후공정 라인을 증설할 목적으로 5억달러 규모의 신규 투자를 하기로 했다. 이 같은... 
									
								
							파이낸셜뉴스 
|
 							
								
								2013-09-12
								22:03","2013-09-03
								16:42",화재진압 체험하는 SK하이닉스 임원들,https://finance.naver.com//news/news_read.naver?article_id=0005355224&office_id=003&mode=search&query=SK하이닉스&page=195,"= SK하이닉스 청주사업장 ESH체험관 개관식에 참석한 임직원들이 3일 체험관에서 화재 진압 체험을 하고 있다. 앞줄 왼쪽부터 SK하이닉스 오세...
									
									
								
							뉴시스 
|
 							
								
								2013-09-03
								16:42","2013-09-05
								11:26","[더벨]LG디스플레이, 8000억 투자 영향은?",https://finance.naver.com//news/news_read.naver?article_id=0003110710&office_id=008&mode=search&query=LG디스플레이&page=73,"LG디스플레이 파주공장은 안전보건공단으로부터 근로자 건강증진활동 우수사업장에 선정되어 인증을 받았다고 5일 밝혔다. '근로자 건강증진활동 인증'은 고용노동부가... 
									
								
							파이낸셜뉴스 
|
 							
								
								2013-09-05
								11:26"
"2013-10-04
								10:04","삼성전자 반도체, 3분기에도 '고공행진'",https://finance.naver.com//news/news_read.naver?article_id=0003126871&office_id=008&mode=search&query=삼성전자 반도체&page=115,"◆3분기 이끈 반도체, 4분기엔 더 좋다 삼성전자의 4분기 실적은 3분기보다 더 좋다는 것이 증권가의 공통적인 의견이다. 이승우 IBK투자증권 연구원은 “4분기엔... 
									
								
							한국경제 
|
 							
								
								2013-10-04
								10:04","2013-10-04
								10:55","삼성전자 반도체 실적↑, SK하이닉스도 웃을까?",https://finance.naver.com//news/news_read.naver?article_id=0003126958&office_id=008&mode=search&query=SK하이닉스&page=180,"경쟁사인 SK하이닉스 주가도 동시에 상승곡선을 그리고 있다. 지난달 초 중국 우시공장 화재로 PC용 D램 생산에 차질을 빚고 있는 SK하이닉스가...
									
									
								
							머니투데이 
|
 							
								
								2013-10-04
								10:55","2013-10-02
								07:43",LG디스플레이 | 테크니컬 톡 개최,https://finance.naver.com//news/news_read.naver?article_id=0000043495&office_id=024&mode=search&query=LG디스플레이&page=68,"HMC투자증권은 2일 LG디스플레이에 대해 연말 비수기 진입에 따른 수익성 악화가 예상된다며 목표주가를 27만원으로 하향하고 투자의견 '홀드'를 제시했다. 김영우... 
									
								
							머니투데이 
|
 							
								
								2013-10-02
								07:43"
"2013-11-19
								16:22","양제츠 국무위원, 삼성전자 반도체 사업장 방문",https://finance.naver.com//news/news_read.naver?article_id=0006605720&office_id=001&mode=search&query=삼성전자 반도체&page=113,"(서울=연합뉴스) 양제츠 중국 국무위원이 19일 경기도 화성 삼성전자 반도체 사업장 '나노 시티'를 방문해 설명을 듣고 있다. 왼쪽부터 이재용 ...
									
									
								
							연합뉴스 
|
 							
								
								2013-11-19
								16:22","2013-11-03
								11:02","SK하이닉스, 제2회 로보올림피아드 개최",https://finance.naver.com//news/news_read.naver?article_id=0003016487&office_id=014&mode=search&query=SK하이닉스&page=161,"SK하이닉스가 지난 2일 경기도 이천 본사 사내체육관에서 개최한 제2회 로보올림피아드에서 두 학생이 경합을 벌이고 있다. SK하이닉스는 지난 2...
									
									
								
							파이낸셜뉴스 
|
 							
								
								2013-11-03
								11:02","2013-11-06
								14:12","LG디스플레이, 아이워치용 디스플레이 공급설",https://finance.naver.com//news/news_read.naver?article_id=0002042867&office_id=123&mode=search&query=LG디스플레이&page=62,"[서울경제TV 보도팀] LG디스플레이가 TV·모니터·노트북PC 등에 쓰이는 대형 LCD 패널 시장에서 3분기에도 선두를 유지했습니다. 6일 시장조사업체인... 
									
								
							서울경제 
|
 							
								
								2013-11-06
								14:12"
"2013-12-04
								15:17","[2014년 투자 유망 주식 찾아보니 ①] 역시, 삼성전자 … 내년은 반도체의 해",https://finance.naver.com//news/news_read.naver?article_id=0002988648&office_id=015&mode=search&query=삼성전자 반도체&page=112,"GST는 삼성전자와 100억6380만원 규모의 반도체 장비 공급계약을 체결했다고 4일 공시했다. 이는 최근 매출액 대비 15.53%에 해당하며 계약기간은 2014년 12월...
									
								
							헤럴드POP 
|
 							
								
								2013-12-04
								15:17","2013-12-09
								09:12","[방송에서 못다한 이야기] ""IT종목 대표선수 SK하이닉스·네이버, 내년에도 뜨겁...",https://finance.naver.com//news/news_read.naver?article_id=0002994997&office_id=015&mode=search&query=SK하이닉스&page=155,"SK하이닉스가 1%대 상승하며 52주 신고가를 경신했다. 9일 오전 9시8분 현재 코스피시장에서 SK하이닉스 주가는 전거래일 대비 600원(1.69%) 오른 3만6100원...
									
								
							머니투데이 
|
 							
								
								2013-12-09
								09:12","2013-12-03
								10:25","LG디스플레이, 50여개 협력사와 '드림 동반성장 공유회'",https://finance.naver.com//news/news_read.naver?article_id=0001998996&office_id=119&mode=search&query=LG디스플레이&page=58,"“위기와 기회가 상존하는 2014년에도 적극적인 파트너십 구축을 통해 동반 성장할 수 있도록 최선을 다하겠다” 정철동 LG디스플레이 최고생산책임자(CPO)의... 
									
								
							머니투데이 
|
 							
								
								2013-12-03
								10:25"
"2014-01-16
								03:41","삼성전자 반도체·SK하이닉스, '두둑한 보너스'",https://finance.naver.com//news/news_read.naver?article_id=0003016271&office_id=015&mode=search&query=삼성전자 반도체&page=111,"15일 반도체 업계에 따르면 삼성전자 메모리사업부 임직원들은 설 연휴 직전인 오는 29일께 연봉의 40%가 넘는 성과급(PS)을 받을 것으로 기...
									
									
								
							한국경제 
|
 							
								
								2014-01-16
								03:41","2014-01-03
								11:28","박성욱 사장 "" SK하이닉스 새 성공스토리 쓰자""",https://finance.naver.com//news/news_read.naver?article_id=0003181366&office_id=008&mode=search&query=SK하이닉스&page=140,"[""절대적 위기인 동시에 역사적 기회"" 추진과제 3개 제시] 본문 이미지 영역 박성욱 SK하이닉스 사장 박성욱 SK하이닉스 사장은 3일 ""우리의...
									
									
								
							머니투데이 
|
 							
								
								2014-01-03
								11:28","2014-01-06
								08:25","LG디스플레이, CES에서 UHD 신규 7종 모델 공개",https://finance.naver.com//news/news_read.naver?article_id=0002253947&office_id=030&mode=search&query=LG디스플레이&page=53,"현대증권은 6일 LG디스플레이(034220)에 대해 지난해 4분기 실적이 시장기대치를 상회할 것이라며 투자의견 ‘매수’, 목표주가 3만1000원을 유지했다. 김동원... 
									
								
							이데일리 
|
 							
								
								2014-01-06
								08:25"
"2014-02-17
								09:54",[그래픽] 삼성전자 반도체 부문 10년간 실적추이,https://finance.naver.com//news/news_read.naver?article_id=0000655889&office_id=421&mode=search&query=삼성전자 반도체&page=110,"[ 권민경 기자 ] 삼성전자가 중국 시안에 건설 중인 3D 낸드플래시(V낸드) 공장의 2단계(페이즈2) 투자를 잠정 보류했다는 소식에 반도체 장비주들이 급락하고 있다......
									
								
							한국경제 
|
 							
								
								2014-02-17
								09:54","2014-02-03
								19:08","SK하이닉스, ‘삼성맨’ 서광벽씨도 사장으로 영입",https://finance.naver.com//news/news_read.naver?article_id=0003199601&office_id=008&mode=search&query=SK하이닉스&page=122,"[올 초 업무 개시…임형규 부회장, 오세용 사장 등 삼성출신 핵심 포진] 본문 이미지 영역 서광벽 SK하이닉스 신임 미래기술전략총괄(사장). S...
									
									
								
							머니투데이 
|
 							
								
								2014-02-03
								19:08","2014-02-04
								14:15","눈이 가네, LG 상업용 디스플레이",https://finance.naver.com//news/news_read.naver?article_id=0003025917&office_id=015&mode=search&query=LG디스플레이&page=46,"LG디스플레이가 지난해 TV·모니터·노트북PC 등에 쓰이는 세계 대형 액정화면(LCD) 패널 시장의 선두를 지킨 것으로 나타났다. 4일 시장조사업체인... 
									
								
							경향신문 
|
 							
								
								2014-02-04
								14:15"
"2014-03-09
								12:20",반도체산업협회장에 김기남 삼성전자 사장 취임,https://finance.naver.com//news/news_read.naver?article_id=0006769578&office_id=001&mode=search&query=삼성전자 반도체&page=109,"삼성전자의 ‘갤럭시 S5’용 반도체 부품을 생산하는 공장에서 화재가 발생해 소방 당국이 진화에 나섰습니다. 안성 소방서에 따르면 오늘(9일) 오전 경기도 안성시에... 
									
								
							한국경제TV 
|
 							
								
								2014-03-09
								12:20","2014-03-05
								16:36","SK하이닉스, 삼성출신 임형규 부회장 사내이사 추천",https://finance.naver.com//news/news_read.naver?article_id=0003219242&office_id=008&mode=search&query=SK하이닉스&page=116,"SK하이닉스가 이달 21일 경기도 이천 본사에서 열리는 정기 주주총회에서 임형규 부회장을 사내이사로 선임할 예정이라고 5일 공시했다. SK그룹은 지난달... 
									
								
							연합뉴스 
|
 							
								
								2014-03-05
								16:36","2014-03-06
								17:06","LG디스플레이, 김상돈 CFO 사내이사로 신규 선임",https://finance.naver.com//news/news_read.naver?article_id=0002013359&office_id=119&mode=search&query=LG디스플레이&page=43,"LG디스플레이가 내일(7일) 열리는 주주총회에서 최고재무책임자인 김상돈 전무를 사내이사로 신규 선임할 예정이라고 공시했습니다. 김 전무는 1987년 LG전자에... 
									
								
							MBN 
|
 							
								
								2014-03-06
								17:06"
"2014-04-16
								18:55","권오현 삼성전자 부회장 ""비메모리 반도체 위기""",https://finance.naver.com//news/news_read.naver?article_id=0006866393&office_id=001&mode=search&query=삼성전자 반도체&page=107,"증권업계 실적 전망치에 따르면 올 1분기 삼성전자 반도체 부문은 메모리 분야의 실적이 좋아 2조원에 근접하는 영업이익을 올린 것으로 파악됐다. ...
									
									
								
							연합뉴스 
|
 							
								
								2014-04-16
								18:55","2014-04-01
								09:37","[뛰자! 한국기업]SK하이닉스, 수익중심 경영… 모바일 비중 40%로",https://finance.naver.com//news/news_read.naver?article_id=0002554463&office_id=020&mode=search&query=SK하이닉스&page=103,"SK하이닉스가 실적 개선 기대감으로 사흘만에 반등에 성공하고 있다. SK하이닉스는 1일 오전 9시 31분 현대 전날보다 2.36%(850원) 상승한 3만6850원에 거래되...
									
								
							헤럴드POP 
|
 							
								
								2014-04-01
								09:37","2014-04-02
								17:11","삼성·LG 디스플레이, 2분기부터 실적 좋아질 것",https://finance.naver.com//news/news_read.naver?article_id=0002652025&office_id=022&mode=search&query=LG디스플레이&page=36,"사진=삼성전자) 올해 2분기부터 삼성디스플레이와 LG디스플레이가 실적 개선이 뚜렷해질 것으로 전망됐다. 이에 따라 관련 소재 및 장비업체에도 긍...
									
									
								
							세계일보 
|
 							
								
								2014-04-02
								17:11"
"2014-05-09
								14:50",삼성전자 중국 시안 반도체 공장 준공식,https://finance.naver.com//news/news_read.naver?article_id=0005835782&office_id=003&mode=search&query=삼성전자 반도체&page=105,"【서울=뉴시스】 9일(현지시각) 중국 시안 고신개발구에서 삼성전자 반도체 공장 준공식이 열린 가운데 삼성전자 권오현 부회장, 섬서성 자오정융 서...
									
									
								
							뉴시스 
|
 							
								
								2014-05-09
								14:50","2014-05-01
								10:48","SK하이닉스 20나노급 모바일 D램, ‘저탄소 제품 인증’ 획득",https://finance.naver.com//news/news_read.naver?article_id=0002565904&office_id=112&mode=search&query=SK하이닉스&page=90,"SK하이닉스는 1일 환경부로부터 20나노급 4Gb(기가비트) LPDDR2ㆍLPDDR3 모바일 D램이 ‘저탄소 제품 인증’을 획득했다고 밝혔다. ...
									
									
								
							헤럴드POP 
|
 							
								
								2014-05-01
								10:48","2014-05-08
								08:54","LG디스플레이, 1분기 대형 LCD 패널 시장서 선두 유지",https://finance.naver.com//news/news_read.naver?article_id=0003079054&office_id=015&mode=search&query=LG디스플레이&page=29,"[CBS LG디스플레이가 TV·모니터·노트북PC 등에 쓰이는 대형 LCD 패널 시장에서 올해 들어서도 선두를 지켰다. 시장조사업체인 디스플레이서치의 최근... 
									
								
							노컷뉴스 
|
 							
								
								2014-05-08
								08:54"
"2014-06-23
								09:03",삼성전자 휴대전화·반도체 등 특허 출원 세계 1위,https://finance.naver.com//news/news_read.naver?article_id=0006975097&office_id=001&mode=search&query=삼성전자 반도체&page=101,"LG전자ㆍ현대車 등 他 한국 기업 특허 출원 활발 삼성전자의 휴대전화ㆍ반도체ㆍ스마트 미디어 부문 특허 출원 수가 세계에서 가장 많은 것으로 나타났다.... 
									
								
							헤럴드POP 
|
 							
								
								2014-06-23
								09:03","2014-06-02
								09:31",글로벌 경기 회복에 SK하이닉스·LG 등 대형주 관심,https://finance.naver.com//news/news_read.naver?article_id=0002523699&office_id=011&mode=search&query=SK하이닉스&page=82,"SK하이닉스가 사상최고가 행진을 벌이고 있다. 2일 오전 9시 26분 현재 유가증권시장에서 SK하이닉스 주가는 전날보다 1.81% 오른 4만4950원을 나타내고 있다......
									
								
							헤럴드POP 
|
 							
								
								2014-06-02
								09:31","2014-06-03
								13:54","LG디스플레이, SID 2014 전시회 참가",https://finance.naver.com//news/news_read.naver?article_id=0006941618&office_id=001&mode=search&query=LG디스플레이&page=24,"(서울=연합뉴스) LG디스플레이는 오는 5일(현지시각)까지 미국 샌디에이고 컨벤션 센터에서 진행되는 'SID 2014' 전시회에 참가한다고 3일...
									
									
								
							연합뉴스 
|
 							
								
								2014-06-03
								13:54"
